path;extra.metadata.source;extra.metadata.cwe.0;extra.metadata.owasp.0;extra.metadata.references.0;extra.metadata.vulnerability_class.0
solr/core/src/java/org/apache/solr/cli/PackageTool.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/cli/PostLogsTool.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/cli/PostLogsTool.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/cli/RunExampleTool.java;https://semgrep.dev/r/java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket;CWE-319: Cleartext Transmission of Sensitive Information;A03:2017 - Sensitive Data Exposure;https://owasp.org/Top10/A02_2021-Cryptographic_Failures;Mishandled Sensitive Information
solr/core/src/java/org/apache/solr/cli/ToolBase.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/handler/BlobHandler.java;https://semgrep.dev/r/java.lang.security.audit.crypto.use-of-md5.use-of-md5;CWE-328: Use of Weak Hash;A03:2017 - Sensitive Data Exposure;https://owasp.org/Top10/A02_2021-Cryptographic_Failures;Insecure Hashing Algorithm
solr/core/src/java/org/apache/solr/handler/admin/ZookeeperStatusHandler.java;https://semgrep.dev/r/java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket;CWE-319: Cleartext Transmission of Sensitive Information;A03:2017 - Sensitive Data Exposure;https://owasp.org/Top10/A02_2021-Cryptographic_Failures;Mishandled Sensitive Information
solr/core/src/java/org/apache/solr/handler/component/QueryComponent.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/handler/component/QueryComponent.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
solr/core/src/java/org/apache/solr/handler/component/SearchHandler.java;https://semgrep.dev/r/java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace;CWE-489: Active Debug Code;A10:2004 - Insecure Configuration Management;https://cwe.mitre.org/data/definitions/489.html;Active Debug Code
